,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.59,0.00,1.98,0.14,0.08,0.00,4.51,20.67,0.00,0.00,0.00,0.00,14.95
Expenses,0.3,0.54,0.33,0.29,0.31,1.31,1.24,0.34,0.41,3.39,3.49,4.87,3.48
Operating Profit,0.29,-0.54,1.65,-0.15,-0.23,-1.31,3.27,20.33,-0.41,-3.39,-3.49,-4.87,11.47
OPM %,49.15,,83.33,-107.14,-287.5,,72.51,98.36,,,,,76.72
Other Income,0.36,0.02,0.0,0.0,0.14,0.00,0.0,-0.02,4.73,-0.01,-0.02,-0.04,0.00
Interest,5.18,5.85,7.32,7.9,6.77,2.80,7.77,4.19,0.00,0.00,1.00,1.70,4.32
Depreciation,0.03,0.02,0.01,0.0,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Profit before tax,-4.56,-6.39,-5.68,-8.05,-6.86,-4.11,-4.5,16.12,4.32,-3.40,-4.51,-6.61,7.15
Tax %,-1.75,0.00,0.0,0.0,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,
Net Profit,-4.64,-6.39,-5.68,-8.05,-6.86,-4.11,-4.51,16.12,4.32,-3.40,-4.51,-6.61,7.15
EPS in Rs,-27.06,-37.26,-33.12,-46.94,-40.0,-23.97,-26.3,93.99,25.19,-19.83,-26.30,-38.54,41.69
