,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,697.0,876.0,1188.0,1543.0,1796.0,2129.0,2551.0,2852.0,2946.0,2833.0,3886.0,4789.0,4550
Expenses,547.0,695.0,931.0,1223.0,1419.0,1714.0,2010.0,2234.0,2412.0,2305.0,3099.0,3925.0,3747
Operating Profit,150.0,181.0,256.0,320.0,376.0,415.0,542.0,618.0,533.0,528.0,787.0,864.0,802
OPM %,22.0,21.0,22.0,21.0,21.0,19.0,21.0,22.0,18.0,19.0,20.0,18.0,18
Other Income,5.0,8.0,6.0,8.0,10.0,24.0,21.0,36.0,25.0,19.0,21.0,15.0,12
Interest,10.0,12.0,15.0,18.0,19.0,19.0,18.0,17.0,34.0,30.0,34.0,43.0,48
Depreciation,11.0,11.0,14.0,18.0,24.0,25.0,28.0,31.0,61.0,63.0,65.0,78.0,87
Profit before tax,134.0,166.0,233.0,293.0,343.0,395.0,518.0,606.0,462.0,453.0,709.0,758.0,680
Tax %,33.0,32.0,34.0,33.0,33.0,33.0,33.0,35.0,26.0,25.0,24.0,25.0,
Net Profit,90.0,113.0,154.0,196.0,232.0,266.0,347.0,394.0,343.0,341.0,537.0,571.0,511
EPS in Rs,80.67,100.89,137.87,175.74,207.57,238.73,311.08,353.19,307.71,305.35,481.02,512.15,457.88
