,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5543,6866.0,7799.0,9101.0,7454.0,8365.0,9076.0,10848.0,11291.0,9334.0,14130.0,16740.0,17138
Expenses,5276,6491.0,7343.0,8615.0,7061.0,7708.0,8805.0,10233.0,10479.0,9020.0,13083.0,15230.0,15658
Operating Profit,267,375.0,455.0,487.0,392.0,657.0,271.0,615.0,812.0,314.0,1047.0,1510.0,1480
OPM %,5,5.0,6.0,5.0,5.0,8.0,3.0,6.0,7.0,3.0,7.0,9.0,9
Other Income,190,220.0,201.0,317.0,255.0,520.0,915.0,1142.0,996.0,1015.0,1132.0,1418.0,1784
Interest,111,110.0,119.0,192.0,343.0,402.0,413.0,508.0,491.0,469.0,623.0,943.0,1167
Depreciation,56,59.0,70.0,93.0,117.0,148.0,175.0,163.0,234.0,242.0,274.0,305.0,332
Profit before tax,290,426.0,467.0,519.0,187.0,626.0,597.0,1086.0,1083.0,617.0,1282.0,1681.0,1765
Tax %,33,32.0,37.0,26.0,58.0,27.0,19.0,20.0,25.0,37.0,23.0,15.0,
Net Profit,352,467.0,469.0,589.0,323.0,459.0,484.0,864.0,812.0,391.0,992.0,1421.0,1400
EPS in Rs,,11.66,9.72,11.98,4.78,7.63,10.05,17.53,16.46,9.94,19.42,28.96,26.13
