,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,953.0,968.0,1056.0,1148.0,1177.0,1330.0,1518.0,2041.0,1563.0,1749.0,3560.0,4041.0,4121
Expenses,859.0,873.0,957.0,1041.0,1031.0,1165.0,1318.0,1795.0,1392.0,1546.0,3107.0,3598.0,3668
Operating Profit,93.0,95.0,99.0,108.0,145.0,165.0,200.0,246.0,171.0,204.0,453.0,443.0,454
OPM %,10.0,10.0,9.0,9.0,12.0,12.0,13.0,12.0,11.0,12.0,13.0,11.0,11
Other Income,10.0,11.0,19.0,21.0,19.0,20.0,13.0,17.0,22.0,16.0,13.0,12.0,16
Interest,28.0,30.0,41.0,41.0,43.0,51.0,64.0,93.0,89.0,84.0,85.0,84.0,94
Depreciation,43.0,50.0,53.0,38.0,42.0,48.0,53.0,62.0,72.0,72.0,77.0,80.0,85
Profit before tax,33.0,27.0,25.0,49.0,79.0,86.0,97.0,109.0,33.0,64.0,304.0,291.0,290
Tax %,13.0,6.0,3.0,19.0,23.0,35.0,23.0,24.0,28.0,23.0,32.0,33.0,
Net Profit,29.0,25.0,24.0,39.0,61.0,56.0,75.0,82.0,23.0,49.0,205.0,194.0,191
EPS in Rs,1.94,1.65,1.6,2.58,4.01,3.58,4.83,5.29,1.51,3.16,13.16,12.38,12.21
