,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,468.0,600.0,665.0,817.0,800.0,797.0,828.0,918.0,852.0,922.0,880.0,961.0,984
Expenses,351.0,428.0,479.0,578.0,526.0,533.0,575.0,644.0,647.0,678.0,706.0,820.0,825
Operating Profit,117.0,172.0,186.0,239.0,274.0,264.0,254.0,274.0,205.0,243.0,174.0,141.0,159
OPM %,25.0,29.0,28.0,29.0,34.0,33.0,31.0,30.0,24.0,26.0,20.0,15.0,16
Other Income,37.0,40.0,12.0,-15.0,-18.0,21.0,24.0,17.0,30.0,35.0,39.0,37.0,42
Interest,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1
Depreciation,3.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,9.0,9
Profit before tax,151.0,208.0,187.0,219.0,250.0,278.0,270.0,283.0,225.0,270.0,206.0,169.0,191
Tax %,21.0,20.0,20.0,21.0,22.0,22.0,22.0,22.0,18.0,17.0,18.0,18.0,
Net Profit,120.0,166.0,149.0,173.0,196.0,218.0,211.0,222.0,185.0,223.0,170.0,139.0,157
EPS in Rs,8.14,11.27,10.1,11.71,13.32,14.8,14.31,15.02,12.52,15.12,11.5,9.63,10.90
