,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,1,1,3,3,3,10,10,10,10,10
Reserves,10,10,11,11,12,11,17,20,15,14,22,30,38
Borrowings,31,27,28,26,22,27,30,38,46,47,45,46,54
Other Liabilities,2,3,5,4,4,6,7,9,9,10,13,18,21
Total Liabilities,45,41,44,42,40,48,57,71,79,82,90,105,123
Fixed Assets,18,14,12,12,10,15,12,20,27,25,20,20,33
CWIP,0,0,0,0,0,0,0,0,0,1,0,7,0
Investments,1,1,0,0,0,0,0,0,0,0,0,0,0
Other Assets,26,27,32,29,29,33,44,51,52,57,69,77,90
Total Assets,45,41,44,42,40,48,57,71,79,82,90,105,123
