,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,22.0,24.0,28.0,30.0,26.0,233.0,267.0,323.0,222.0,239.0,351.0,405.0,386
Expenses,17.0,18.0,22.0,24.0,21.0,200.0,236.0,288.0,197.0,208.0,318.0,367.0,352
Operating Profit,5.0,6.0,6.0,6.0,5.0,33.0,31.0,34.0,25.0,31.0,34.0,38.0,34
OPM %,23.0,24.0,23.0,20.0,19.0,14.0,12.0,11.0,11.0,13.0,10.0,9.0,9
Other Income,1.0,1.0,1.0,2.0,3.0,0.0,3.0,12.0,4.0,2.0,5.0,5.0,4
Interest,0.0,0.0,0.0,0.0,1.0,16.0,16.0,17.0,16.0,17.0,17.0,18.0,17
Depreciation,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,9
Profit before tax,5.0,6.0,7.0,7.0,6.0,10.0,11.0,21.0,5.0,7.0,12.0,16.0,12
Tax %,33.0,33.0,33.0,33.0,34.0,30.0,4.0,13.0,30.0,28.0,28.0,31.0,
Net Profit,4.0,4.0,5.0,5.0,4.0,7.0,11.0,18.0,3.0,5.0,9.0,11.0,8
EPS in Rs,19.94,22.67,26.57,27.14,23.43,40.86,13.37,23.26,4.13,6.53,11.23,13.58,10.54
