,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.46,6.76,6.61,6.47,3.73,2.8,1.99,4.84,5.78,0.51,2.49,1.02,1.38
Expenses,8.36,6.87,6.81,7.51,4.71,4.27,3.55,5.71,7.49,1.31,3.38,1.76,2.41
Operating Profit,0.1,-0.11,-0.2,-1.04,-0.98,-1.47,-1.56,-0.87,-1.71,-0.8,-0.89,-0.74,-1.03
OPM %,1.18,-1.63,-3.03,-16.07,-26.27,-52.5,-78.39,-17.98,-29.58,-156.86,-35.74,-72.55,-74.64
Other Income,0.07,0.02,0.12,0.01,0.14,0.61,1.62,2.63,8.72,0.09,0.03,8.53,8.50
Interest,0.9,1.03,1.43,1.23,1.53,1.9,1.84,1.41,1.2,0.53,0.55,0.36,0.17
Depreciation,0.13,0.12,0.12,0.21,0.17,0.16,0.15,0.11,0.1,0.09,0.08,0.05,0.01
Profit before tax,-0.86,-1.24,-1.63,-2.47,-2.54,-2.92,-1.93,0.24,5.71,-1.33,-1.49,7.38,7.29
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,-0.86,-1.24,-1.63,-2.47,-2.55,-2.92,-1.93,0.23,5.71,-1.33,-1.49,7.38,7.28
EPS in Rs,-2.86,-4.13,-5.43,-8.22,-8.49,-9.72,-6.43,0.77,19.01,-4.43,-4.96,24.57,24.23
