,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,524.0,661.0,739.0,825.0,1042.0,2020.0,2185.0,2094.0,1915.0,2052.0,1945.0,2707.0,3562
Expenses,414.0,511.0,560.0,615.0,777.0,1337.0,1256.0,1300.0,1332.0,1446.0,1681.0,1772.0,2131
Operating Profit,109.0,150.0,179.0,210.0,266.0,683.0,928.0,795.0,583.0,606.0,264.0,936.0,1431
OPM %,21.0,23.0,24.0,25.0,25.0,34.0,42.0,38.0,30.0,30.0,14.0,35.0,40
Other Income,9.0,1.0,17.0,0.0,12.0,14.0,40.0,130.0,107.0,104.0,99.0,105.0,99
Interest,23.0,26.0,37.0,32.0,23.0,18.0,15.0,19.0,22.0,13.0,18.0,14.0,15
Depreciation,16.0,22.0,30.0,47.0,51.0,54.0,66.0,81.0,100.0,117.0,143.0,164.0,170
Profit before tax,80.0,102.0,129.0,132.0,204.0,624.0,887.0,825.0,569.0,580.0,202.0,862.0,1345
Tax %,26.0,36.0,24.0,1.0,24.0,22.0,22.0,22.0,19.0,24.0,16.0,17.0,
Net Profit,58.0,66.0,98.0,130.0,156.0,485.0,695.0,642.0,458.0,442.0,170.0,715.0,1127
EPS in Rs,3.83,4.58,6.21,8.1,9.02,27.88,37.74,35.24,25.31,24.18,9.31,39.18,62.59
