,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,112.0,121.0,132.0,148.0,168.0,168.0,166.0,165.0,170.0,171.0,181.0,192.0,198
Expenses,29.0,32.0,34.0,37.0,42.0,43.0,47.0,48.0,50.0,49.0,56.0,60.0,62
Operating Profit,83.0,90.0,98.0,111.0,126.0,125.0,119.0,117.0,120.0,122.0,126.0,132.0,136
OPM %,74.0,74.0,74.0,75.0,75.0,75.0,72.0,71.0,70.0,71.0,69.0,69.0,69
Other Income,4.0,7.0,6.0,3.0,-0.0,3.0,3.0,2.0,-0.0,0.0,0.0,0.0,0
Interest,67.0,73.0,79.0,90.0,103.0,103.0,100.0,99.0,101.0,105.0,108.0,109.0,112
Depreciation,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,6
Profit before tax,17.0,21.0,23.0,21.0,20.0,21.0,19.0,17.0,14.0,13.0,13.0,17.0,19
Tax %,32.0,34.0,38.0,26.0,39.0,21.0,36.0,29.0,20.0,26.0,26.0,28.0,
Net Profit,12.0,14.0,14.0,16.0,13.0,17.0,12.0,12.0,11.0,9.0,10.0,12.0,14
EPS in Rs,2.32,2.8,2.83,3.17,2.51,3.35,2.39,2.39,1.73,1.43,1.47,1.93,2.13
