,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,17.0,7.0,43.0,64.0,67.0,73.0,84.0,89.0,82.0,24.0,50.0,95.0,104
Expenses,5.0,6.0,42.0,50.0,52.0,57.0,62.0,61.0,55.0,30.0,42.0,63.0,70
Operating Profit,12.0,1.0,0.0,14.0,15.0,17.0,21.0,28.0,27.0,-6.0,8.0,32.0,34
OPM %,69.0,19.0,0.0,21.0,23.0,23.0,25.0,32.0,32.0,-24.0,16.0,34.0,33
Other Income,1.0,4.0,3.0,-9.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3
Interest,4.0,6.0,30.0,31.0,30.0,31.0,27.0,28.0,25.0,22.0,24.0,25.0,25
Depreciation,0.0,1.0,11.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,7.0,7.0,7
Profit before tax,9.0,-1.0,-39.0,-41.0,-28.0,-27.0,-19.0,-12.0,-12.0,-41.0,-22.0,3.0,5
Tax %,19.0,-370.0,-15.0,-10.0,-11.0,26.0,13.0,14.0,24.0,26.0,29.0,556.0,
Net Profit,7.0,-7.0,-45.0,-45.0,-31.0,-20.0,-16.0,-10.0,-9.0,-30.0,-16.0,-12.0,-11
EPS in Rs,5.89,-5.66,-37.19,-27.93,-19.1,-12.42,-8.38,-5.36,-4.52,-15.61,-8.05,-5.98,-5.88
