,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,195.0,191.0,284.0,398.0,397.0,413.0,980.0,1993.0,2915.0,1347.0,1434.0,612.0,450
Expenses,164.0,122.0,119.0,140.0,162.0,201.0,478.0,750.0,1952.0,963.0,1986.0,968.0,839
Operating Profit,31.0,69.0,165.0,258.0,236.0,213.0,502.0,1243.0,963.0,384.0,-551.0,-356.0,-389
OPM %,16.0,36.0,58.0,65.0,59.0,51.0,51.0,62.0,33.0,29.0,-38.0,-58.0,-86
Other Income,2.0,7.0,18.0,10.0,12.0,96.0,15.0,4.0,4.0,9.0,29.0,109.0,69
Interest,28.0,8.0,24.0,61.0,148.0,139.0,224.0,591.0,824.0,518.0,284.0,170.0,115
Depreciation,12.0,8.0,5.0,13.0,23.0,24.0,12.0,27.0,116.0,84.0,95.0,91.0,69
Profit before tax,-7.0,61.0,154.0,194.0,77.0,146.0,281.0,629.0,27.0,-209.0,-901.0,-508.0,-503
Tax %,-48.0,-4.0,34.0,22.0,4.0,30.0,25.0,27.0,-55.0,-10.0,4.0,5.0,
Net Profit,-10.0,63.0,102.0,151.0,74.0,102.0,210.0,460.0,42.0,-230.0,-860.0,-481.0,-490
EPS in Rs,-0.37,2.31,3.7,4.86,2.12,2.69,3.99,7.59,0.09,-4.27,-14.42,-7.95,-8.13
