,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,268.0,277.0,319.0,395.0,433.0,492.0,616.0,674.0,621.0,766.0,1101.0,1180.0,1234
Expenses,231.0,232.0,273.0,341.0,372.0,431.0,547.0,590.0,552.0,636.0,951.0,1092.0,1159
Operating Profit,37.0,45.0,47.0,54.0,61.0,60.0,69.0,84.0,69.0,130.0,150.0,88.0,76
OPM %,14.0,16.0,15.0,14.0,14.0,12.0,11.0,12.0,11.0,17.0,14.0,7.0,6
Other Income,1.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,3.0,2.0,7.0,13
Interest,3.0,4.0,4.0,3.0,4.0,6.0,11.0,14.0,11.0,7.0,5.0,6.0,10
Depreciation,13.0,14.0,14.0,23.0,24.0,28.0,36.0,44.0,31.0,33.0,32.0,29.0,33
Profit before tax,22.0,29.0,32.0,32.0,38.0,30.0,24.0,27.0,27.0,94.0,115.0,60.0,46
Tax %,17.0,16.0,14.0,20.0,19.0,10.0,23.0,21.0,25.0,34.0,26.0,25.0,
Net Profit,18.0,24.0,27.0,25.0,30.0,27.0,18.0,21.0,21.0,62.0,85.0,45.0,33
EPS in Rs,3.55,4.78,5.37,4.76,5.49,4.86,3.24,3.81,3.66,11.03,14.4,7.27,5.29
