,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1300.0,1416.0,1377.0,1215.0,1352.0,1311.0,1354.0,1407.0,1379.0,1335.0,1172.0,1356.0,1423
Expenses,868.0,874.0,906.0,793.0,946.0,878.0,871.0,859.0,874.0,911.0,767.0,948.0,1048
Operating Profit,432.0,542.0,470.0,422.0,407.0,432.0,483.0,548.0,505.0,424.0,406.0,408.0,375
OPM %,33.0,38.0,34.0,35.0,30.0,33.0,36.0,39.0,37.0,32.0,35.0,30.0,26
Other Income,-3.0,74.0,31.0,25.0,36.0,69.0,51.0,-101.0,42.0,30.0,21.0,48.0,72
Interest,119.0,105.0,88.0,78.0,76.0,73.0,57.0,50.0,51.0,31.0,29.0,38.0,39
Depreciation,169.0,158.0,156.0,120.0,118.0,127.0,160.0,168.0,191.0,155.0,151.0,165.0,167
Profit before tax,142.0,354.0,257.0,248.0,250.0,301.0,317.0,228.0,305.0,268.0,247.0,253.0,242
Tax %,16.0,38.0,28.0,49.0,25.0,24.0,23.0,23.0,19.0,33.0,31.0,26.0,
Net Profit,118.0,219.0,186.0,126.0,188.0,229.0,244.0,176.0,248.0,180.0,171.0,189.0,185
EPS in Rs,7.83,14.47,12.29,8.35,12.45,15.16,16.17,11.66,16.4,11.89,11.33,12.48,12.21
