,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.7,5.87,5.06,3.96,4.45,5.65,6.98,8.64,7.53,3.11,5.05,7.42,7.00
Expenses,4.22,4.55,3.65,3.6,4.18,5.37,6.57,8.08,7.09,3.19,4.76,6.95,6.66
Operating Profit,1.48,1.32,1.41,0.36,0.27,0.28,0.41,0.56,0.44,-0.08,0.29,0.47,0.34
OPM %,25.96,22.49,27.87,9.09,6.07,4.96,5.87,6.48,5.84,-2.57,5.74,6.33,4.86
Other Income,0.2,0.38,0.32,0.08,0.01,0.01,0.02,0.0,0.01,0.01,0.01,0.01,0.00
Interest,0.79,1.15,1.15,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.52,0.54,0.56,0.6,0.59,0.41,0.33,0.3,0.23,0.29,0.2,0.25,0.27
Profit before tax,0.37,0.01,0.02,-0.73,-0.31,-0.12,0.1,0.26,0.22,-0.36,0.1,0.23,0.07
Tax %,24.32,0.0,0.0,0.0,0.0,0.0,310.0,7.69,22.73,-5.56,-70.0,52.17,
Net Profit,0.28,0.01,0.02,-0.74,-0.31,-0.12,-0.2,0.23,0.18,-0.38,0.17,0.11,0.19
EPS in Rs,0.45,0.02,0.03,-0.99,-0.41,-0.16,-0.27,0.31,0.24,-0.51,0.23,0.15,0.25
