,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,679.0,653.0,643.0,737.0,723.0,791.0,820.0,870.0,732.0,687.0,782.0,823.0,744
Expenses,588.0,584.0,576.0,648.0,646.0,688.0,697.0,745.0,643.0,620.0,710.0,766.0,703
Operating Profit,91.0,69.0,67.0,89.0,76.0,103.0,123.0,124.0,89.0,67.0,73.0,57.0,41
OPM %,13.0,10.0,10.0,12.0,11.0,13.0,15.0,14.0,12.0,10.0,9.0,7.0,5
Other Income,7.0,7.0,7.0,9.0,8.0,10.0,7.0,6.0,12.0,13.0,31.0,9.0,9
Interest,36.0,38.0,36.0,31.0,27.0,28.0,26.0,27.0,27.0,28.0,23.0,22.0,24
Depreciation,29.0,28.0,28.0,34.0,34.0,34.0,30.0,30.0,40.0,40.0,41.0,38.0,38
Profit before tax,32.0,10.0,10.0,33.0,23.0,51.0,74.0,73.0,35.0,11.0,39.0,6.0,-12
Tax %,26.0,43.0,31.0,26.0,33.0,30.0,-37.0,37.0,40.0,-162.0,11.0,87.0,
Net Profit,24.0,6.0,7.0,25.0,16.0,36.0,101.0,46.0,21.0,29.0,35.0,1.0,-13
EPS in Rs,10.82,2.7,3.1,11.1,7.04,16.22,45.77,20.72,9.56,13.05,15.78,0.38,-5.73
