,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,911.0,1252.0,1605.0,1417.0,1178.0,1135.0,1156.0,1307.0,1104.0,1122.0,1763.0,1403.0,1149
Expenses,817.0,1102.0,1430.0,1258.0,1021.0,1005.0,1051.0,1193.0,1019.0,1014.0,1563.0,1364.0,1180
Operating Profit,94.0,150.0,176.0,159.0,157.0,130.0,105.0,114.0,85.0,108.0,200.0,39.0,-31
OPM %,10.0,12.0,11.0,11.0,13.0,11.0,9.0,9.0,8.0,10.0,11.0,3.0,-3
Other Income,11.0,2.0,4.0,2.0,2.0,4.0,11.0,5.0,3.0,3.0,8.0,37.0,47
Interest,45.0,71.0,76.0,69.0,60.0,42.0,39.0,39.0,37.0,35.0,40.0,41.0,41
Depreciation,66.0,69.0,71.0,82.0,67.0,68.0,60.0,57.0,52.0,43.0,37.0,37.0,37
Profit before tax,-7.0,11.0,33.0,10.0,33.0,24.0,17.0,23.0,-0.0,33.0,131.0,-1.0,-62
Tax %,71.0,55.0,40.0,-55.0,21.0,-0.0,-40.0,-12.0,1431.0,17.0,31.0,185.0,
Net Profit,-2.0,5.0,20.0,15.0,26.0,24.0,23.0,26.0,4.0,28.0,91.0,1.0,-43
EPS in Rs,-4.03,10.46,40.9,31.12,53.94,49.19,47.92,53.42,8.84,57.14,189.48,2.55,-89.80
