,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,317.0,345.0,355.0,367.0,311.0,335.0,358.0,347.0,291.0,116.0,219.0,395.0,401
Expenses,248.0,281.0,301.0,306.0,278.0,286.0,302.0,295.0,253.0,148.0,196.0,282.0,294
Operating Profit,69.0,64.0,55.0,60.0,33.0,49.0,56.0,51.0,38.0,-32.0,23.0,112.0,107
OPM %,22.0,19.0,15.0,16.0,11.0,15.0,16.0,15.0,13.0,-28.0,11.0,29.0,27
Other Income,7.0,16.0,-15.0,3.0,-6.0,5.0,4.0,104.0,7.0,7.0,7.0,11.0,9
Interest,21.0,29.0,31.0,32.0,32.0,32.0,31.0,27.0,24.0,22.0,22.0,20.0,19
Depreciation,25.0,32.0,35.0,33.0,24.0,25.0,28.0,28.0,28.0,29.0,26.0,23.0,23
Profit before tax,29.0,18.0,-26.0,-2.0,-28.0,-3.0,2.0,100.0,-6.0,-76.0,-18.0,80.0,73
Tax %,30.0,-5.0,6.0,125.0,29.0,-15.0,136.0,13.0,-3.0,29.0,29.0,31.0,
Net Profit,23.0,17.0,-24.0,1.0,-12.0,5.0,6.0,92.0,-8.0,-71.0,-20.0,54.0,48
EPS in Rs,1.26,0.87,-1.27,0.09,-0.69,0.28,0.34,5.13,-0.46,-3.99,-1.13,3.04,2.68
