,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6.48,6.88,4.23,3.37,2.67,1.83,1.6,1.8,1.61,1.36,1.74,1.9,1.77
Expenses,3.6,2.99,2.08,1.64,2.0,1.48,1.25,1.59,1.41,1.06,1.31,1.32,1.23
Operating Profit,2.88,3.89,2.15,1.73,0.67,0.35,0.35,0.21,0.2,0.3,0.43,0.58,0.54
OPM %,44.44,56.54,50.83,51.34,25.09,19.13,21.88,11.67,12.42,22.06,24.71,30.53,30.51
Other Income,0.39,0.0,0.77,0.69,0.57,0.44,0.3,0.42,0.34,0.26,0.26,0.16,0.10
Interest,0.04,0.59,0.38,0.08,0.05,0.05,0.02,0.01,0.01,0.02,0.01,0.01,0.00
Depreciation,0.22,0.29,0.29,0.33,0.3,0.24,0.22,0.12,0.06,0.03,0.08,0.07,0.08
Profit before tax,3.01,3.01,2.25,2.01,0.89,0.5,0.41,0.5,0.47,0.51,0.6,0.66,0.56
Tax %,26.91,12.29,10.67,15.42,-3.37,26.0,21.95,24.0,25.53,25.49,25.0,25.76,
Net Profit,2.2,2.64,2.01,1.7,0.91,0.37,0.31,0.38,0.34,0.37,0.46,0.49,0.43
EPS in Rs,7.0,8.41,6.4,5.41,2.9,1.18,0.99,1.21,1.08,1.18,1.46,1.56,1.36
