,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.73,1.3,1.6,2.17,1.61,1.62,1.54,2.44,0.49,0.27,0.58,0.7,0.74
Expenses,0.47,0.52,0.96,0.63,0.37,1.65,0.94,1.67,0.45,3.67,0.55,0.55,0.56
Operating Profit,1.26,0.78,0.64,1.54,1.24,-0.03,0.6,0.77,0.04,-3.4,0.03,0.15,0.18
OPM %,72.83,60.0,40.0,70.97,77.02,-1.85,38.96,31.56,8.16,-1259.26,5.17,21.43,24.32
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.61,0.31,0.0,0.0,0.83
Interest,0.75,0.76,0.86,0.86,0.86,0.62,0.55,0.26,0.0,0.0,0.0,0.0,0.00
Depreciation,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00
Profit before tax,0.5,0.01,-0.23,0.67,0.37,-0.66,0.04,1.19,0.64,-3.1,0.02,0.14,1.01
Tax %,32.0,1100.0,-39.13,16.42,32.43,3.03,125.0,4.2,26.56,-1.61,0.0,14.29,
Net Profit,0.34,-0.1,-0.32,0.56,0.26,-0.64,-0.01,1.14,0.47,-3.15,0.03,0.12,0.84
EPS in Rs,0.49,-0.14,-0.46,0.8,0.37,-0.92,-0.01,1.64,0.67,-4.52,0.04,0.17,1.21
