,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2123.0,2637.0,3111.0,2983.0,2933.0,2987.0,2940.0,2962.0,2771.0,2326.0,3817.0,3789.0,3720
Expenses,1991.0,2284.0,2724.0,2637.0,2535.0,2660.0,2713.0,2798.0,2587.0,2151.0,3385.0,3541.0,3616
Operating Profit,132.0,353.0,387.0,346.0,398.0,326.0,227.0,164.0,184.0,175.0,432.0,248.0,105
OPM %,6.0,13.0,12.0,12.0,14.0,11.0,8.0,6.0,7.0,8.0,11.0,7.0,3
Other Income,19.0,2.0,27.0,32.0,30.0,35.0,43.0,32.0,43.0,39.0,38.0,105.0,84
Interest,117.0,133.0,136.0,125.0,126.0,110.0,117.0,120.0,109.0,83.0,68.0,74.0,77
Depreciation,98.0,115.0,118.0,135.0,149.0,132.0,124.0,124.0,132.0,128.0,113.0,127.0,134
Profit before tax,-64.0,107.0,160.0,117.0,153.0,118.0,28.0,-47.0,-13.0,3.0,290.0,152.0,-22
Tax %,16.0,31.0,36.0,27.0,27.0,12.0,25.0,19.0,-7.0,-499.0,15.0,19.0,
Net Profit,-53.0,73.0,102.0,86.0,112.0,104.0,21.0,-38.0,-13.0,21.0,246.0,123.0,9
EPS in Rs,-9.23,15.49,21.74,18.65,24.24,22.1,4.45,-8.13,-2.85,4.42,52.28,26.08,1.86
