,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.0,0.22,0.66,0.85,11.12,13.36,7.78,2.11,2.46,3.12,13.23,20.39
Expenses,0.0,0.05,0.31,0.86,1.01,11.08,13.33,7.76,2.4,2.53,3.54,13.23,20.22
Operating Profit,0.0,-0.05,-0.09,-0.20,-0.16,0.04,0.03,0.02,-0.29,-0.07,-0.42,0.0,0.17
OPM %,,,-40.91,-30.30,-18.82,0.36,0.22,0.26,-13.74,-2.85,-13.46,0.0,0.83
Other Income,0.0,0.05,0.09,0.20,0.17,0.19,0.06,0.06,0.14,0.08,0.04,0.41,0.28
Interest,0.0,0.0,0.00,0.00,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.00
Depreciation,0.0,0.0,0.00,0.00,0.0,0.03,0.08,0.05,0.02,0.02,0.03,0.03,0.02
Profit before tax,0.0,0.0,0.00,0.00,0.01,0.2,0.00,0.02,-0.18,-0.01,-0.42,0.38,0.43
Tax %,,,,,0.0,30.0,,50.0,-5.56,-100.0,-2.38,31.58,
Net Profit,0.0,0.0,0.00,0.00,0.01,0.14,-0.06,0.01,-0.2,-0.03,-0.42,0.26,0.28
EPS in Rs,0.0,0.0,0.00,0.00,1.08,1.26,-0.20,0.03,-0.66,-0.1,-1.39,0.86,0.93
