,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,5,5
Reserves,4,6,8,9,11,11,12,16,20,27,36,48,54
Borrowings,2,1,0,0,0,0,0,1,3,3,7,4,4
Other Liabilities,2,3,4,5,5,2,4,3,4,4,4,5,4
Total Liabilities,13,15,17,19,21,19,21,25,32,38,52,62,66
Fixed Assets,3,2,2,2,2,2,2,3,7,6,27,27,27
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,1,1,5,2,6,7
Other Assets,11,12,16,17,18,17,18,21,24,26,23,29,33
Total Assets,13,15,17,19,21,19,21,25,32,38,52,62,66
