,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2720.0,3318.0,3841.0,3737.0,3666.0,4625.0,4559.0,5249.0,4728.0,4531.0,6998.0,6332.0,6506
Expenses,2420.0,2763.0,3109.0,3075.0,2936.0,3740.0,3708.0,4266.0,3882.0,3705.0,5478.0,5386.0,5491
Operating Profit,300.0,555.0,732.0,661.0,730.0,885.0,852.0,983.0,846.0,826.0,1520.0,947.0,1015
OPM %,11.0,17.0,19.0,18.0,20.0,19.0,19.0,19.0,18.0,18.0,22.0,15.0,16
Other Income,20.0,22.0,12.0,34.0,33.0,107.0,63.0,44.0,20.0,-18.0,16.0,25.0,41
Interest,172.0,235.0,210.0,206.0,145.0,141.0,118.0,112.0,111.0,72.0,86.0,80.0,108
Depreciation,208.0,261.0,268.0,321.0,337.0,412.0,404.0,364.0,334.0,337.0,333.0,313.0,337
Profit before tax,-59.0,81.0,265.0,168.0,281.0,439.0,392.0,550.0,421.0,398.0,1116.0,579.0,611
Tax %,26.0,39.0,26.0,30.0,14.0,23.0,32.0,32.0,19.0,24.0,25.0,24.0,
Net Profit,-43.0,49.0,194.0,118.0,242.0,337.0,266.0,372.0,340.0,304.0,834.0,442.0,457
EPS in Rs,-0.14,0.16,0.62,0.23,0.48,0.66,0.52,0.73,0.67,0.6,1.64,0.86,0.90
