,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,454,529,653,724,758,886,926.0,1029.0,967.0,1037.0,1343.0,1394.0,1423
Expenses,420,486,610,668,692,785,801.0,892.0,861.0,899.0,1125.0,1294.0,1325
Operating Profit,34,42,43,56,67,101,124.0,136.0,106.0,138.0,218.0,99.0,98
OPM %,7,8,7,8,9,11,13.0,13.0,11.0,13.0,16.0,7.0,7
Other Income,3,4,3,6,8,1,2.0,2.0,5.0,3.0,7.0,5.0,3
Interest,14,19,17,20,20,21,18.0,16.0,16.0,9.0,10.0,15.0,15
Depreciation,9,10,9,11,14,15,12.0,11.0,14.0,15.0,17.0,18.0,17
Profit before tax,13,17,21,31,41,67,96.0,111.0,80.0,117.0,197.0,71.0,68
Tax %,31,33,33,37,36,35,33.0,32.0,25.0,26.0,26.0,18.0,
Net Profit,9,11,14,19,26,43,64.0,75.0,59.0,87.0,146.0,58.0,52
EPS in Rs,,,,,,,11.29,13.27,10.48,15.39,25.72,10.27,9.18
