,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,95.0,98.0,108.0,118.0,130.0,141.0,149.0,145.0,112.0,69.0,86.0,86.0,78
Expenses,81.0,86.0,99.0,110.0,123.0,140.0,147.0,147.0,115.0,76.0,83.0,81.0,77
Operating Profit,14.0,11.0,9.0,8.0,6.0,1.0,2.0,-2.0,-3.0,-6.0,3.0,5.0,2
OPM %,15.0,12.0,8.0,6.0,5.0,1.0,1.0,-2.0,-2.0,-9.0,4.0,5.0,2
Other Income,1.0,49.0,7.0,8.0,7.0,8.0,8.0,10.0,11.0,15.0,7.0,7.0,7
Interest,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,7.0,7.0,6.0,6
Depreciation,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,13.0,13.0,13.0,12.0,12
Profit before tax,11.0,57.0,13.0,12.0,10.0,4.0,6.0,3.0,-12.0,-11.0,-8.0,-7.0,-8
Tax %,28.0,24.0,34.0,34.0,36.0,30.0,41.0,26.0,25.0,30.0,-0.0,-121.0,
Net Profit,8.0,43.0,9.0,8.0,6.0,3.0,3.0,2.0,-9.0,-8.0,-8.0,-15.0,-13
EPS in Rs,4.17,23.38,4.72,4.23,3.45,1.67,1.78,1.1,-4.74,-4.2,-4.41,-8.26,-6.86
