,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3.33,3.43,3.68,3.94,5.8,4.15,4.45,4.68,4.71,2.48,5.36,8.0,8.36
Expenses,2.51,2.62,2.87,3.01,4.82,3.27,3.53,3.69,3.91,2.48,4.23,6.67,7.14
Operating Profit,0.82,0.81,0.81,0.93,0.98,0.88,0.92,0.99,0.8,0.0,1.13,1.33,1.22
OPM %,24.62,23.62,22.01,23.6,16.9,21.2,20.67,21.15,16.99,0.0,21.08,16.62,14.59
Other Income,0.0,0.02,0.02,0.0,0.01,0.0,0.01,0.01,1.51,0.11,0.08,2.73,2.78
Interest,0.07,0.1,0.09,0.09,0.04,0.03,0.04,0.03,0.03,0.08,0.13,0.05,0.01
Depreciation,0.41,0.38,0.37,0.37,0.62,0.52,0.53,0.53,0.66,0.85,0.84,0.82,0.84
Profit before tax,0.34,0.35,0.37,0.47,0.33,0.33,0.36,0.44,1.62,-0.82,0.24,3.19,3.15
Tax %,32.35,34.29,29.73,34.04,33.33,18.18,22.22,25.0,6.79,3.66,-50.0,19.44,
Net Profit,0.24,0.23,0.25,0.32,0.23,0.27,0.27,0.32,1.51,-0.8,0.37,2.58,3.05
EPS in Rs,0.67,0.64,0.69,0.89,0.64,0.75,0.75,0.89,4.19,-2.22,1.03,7.17,8.47
