,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8473.0,9975.0,10653.0,11088.0,8261.0,9557.0,8556.0,7411.0,8395.0,3566.0,4601.0,6693.0,7737
Expenses,6900.0,9026.0,8097.0,8533.0,7804.0,6394.0,6999.0,5958.0,6217.0,2661.0,2495.0,4949.0,5474
Operating Profit,1573.0,948.0,2556.0,2555.0,457.0,3163.0,1558.0,1453.0,2178.0,905.0,2106.0,1745.0,2264
OPM %,19.0,10.0,24.0,23.0,6.0,33.0,18.0,20.0,26.0,25.0,46.0,26.0,29
Other Income,168.0,2583.0,2145.0,23.0,369.0,381.0,718.0,-1228.0,144.0,-1930.0,-341.0,915.0,1030
Interest,1653.0,2099.0,2972.0,3572.0,2196.0,2128.0,2316.0,2684.0,3545.0,1803.0,2019.0,2343.0,2553
Depreciation,936.0,1040.0,1455.0,1813.0,1197.0,1019.0,1028.0,984.0,1064.0,886.0,889.0,1042.0,1236
Profit before tax,-848.0,393.0,275.0,-2806.0,-2568.0,397.0,-1069.0,-3444.0,-2287.0,-3714.0,-1144.0,-726.0,-495
Tax %,-25.0,66.0,61.0,-5.0,-7.0,187.0,-4.0,3.0,4.0,8.0,1.0,-16.0,
Net Profit,-1059.0,135.0,108.0,-2972.0,-2749.0,-347.0,-1115.0,-3356.0,-2202.0,-3428.0,-1131.0,-840.0,-705
EPS in Rs,-1.28,0.19,0.02,-5.16,-4.49,-0.94,-2.26,-5.93,-4.02,-4.63,-1.7,-0.3,-0.70
