,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,115.0,93.0,107.0,143.0,153.0,166.0,199.0,197.0,178.0,185.0,233.0,283.0,295
Expenses,84.0,99.0,110.0,107.0,123.0,127.0,162.0,172.0,158.0,155.0,195.0,239.0,245
Operating Profit,30.0,-6.0,-3.0,36.0,30.0,39.0,37.0,25.0,20.0,30.0,37.0,44.0,49
OPM %,26.0,-6.0,-3.0,25.0,20.0,23.0,18.0,13.0,11.0,16.0,16.0,16.0,17
Other Income,3.0,24.0,33.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,-4.0,-2.0,1
Interest,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,5.0,6.0,7.0,6.0,7.0,8.0,9.0,9.0,10.0,9.0,9.0,9.0,9
Profit before tax,28.0,12.0,22.0,30.0,24.0,32.0,28.0,18.0,10.0,25.0,25.0,33.0,41
Tax %,24.0,16.0,20.0,13.0,13.0,22.0,10.0,-4.0,-17.0,15.0,13.0,16.0,
Net Profit,21.0,10.0,17.0,26.0,21.0,25.0,25.0,19.0,12.0,21.0,22.0,27.0,35
EPS in Rs,14.14,6.89,11.62,17.43,14.0,16.82,17.18,12.86,8.15,14.21,14.63,18.6,23.64
