,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,TTM
Sales,8.32,14.80,17.49,23.32,31.24,33.20,42.99,38.74,52.75,43.76,41.66,39.79,40.47
Expenses,9.80,15.44,20.87,25.10,31.06,33.99,43.13,51.44,52.06,47.82,42.59,39.64,44.05
Operating Profit,-1.48,-0.64,-3.38,-1.78,0.18,-0.79,-0.14,-12.70,0.69,-4.06,-0.93,0.15,-3.58
OPM %,-17.79,-4.32,-19.33,-7.63,0.58,-2.38,-0.33,-32.78,1.31,-9.28,-2.23,0.38,-8.85
Other Income,1.49,1.36,4.27,0.49,0.06,0.94,0.24,43.72,1.77,4.93,2.20,1.32,2.29
Interest,0.14,0.07,0.00,0.03,0.04,0.06,0.06,0.07,0.07,0.10,0.26,0.2,0.22
Depreciation,0.37,0.37,0.34,0.33,0.31,0.31,0.27,0.31,0.43,0.54,0.57,0.33,0.17
Profit before tax,-0.50,0.28,0.55,-1.65,-0.11,-0.22,-0.23,30.64,1.96,0.23,0.44,0.94,-1.68
Tax %,-2.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.4,
Net Profit,-0.51,0.27,0.55,-1.65,-0.11,-0.22,-0.23,30.64,1.96,0.23,0.44,0.72,-1.90
EPS in Rs,,,,,,,,,,,,0.29,-0.77
