,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,879.0,1151.0,1596.0,1940.0,2096.0,2277.0,2277.0,2841.0,3366.0,4577.0,5300.0,6492.0,7206
Expenses,733.0,969.0,1300.0,1558.0,1661.0,1722.0,1781.0,2261.0,2647.0,3559.0,4154.0,4948.0,5429
Operating Profit,146.0,183.0,295.0,382.0,435.0,555.0,496.0,580.0,720.0,1018.0,1146.0,1544.0,1777
OPM %,17.0,16.0,19.0,20.0,21.0,24.0,22.0,20.0,21.0,22.0,22.0,24.0,25
Other Income,36.0,8.0,11.0,35.0,34.0,36.0,60.0,58.0,50.0,129.0,105.0,166.0,202
Interest,21.0,24.0,14.0,12.0,12.0,9.0,7.0,7.0,19.0,34.0,16.0,39.0,24
Depreciation,17.0,22.0,32.0,50.0,54.0,73.0,83.0,93.0,137.0,175.0,202.0,226.0,264
Profit before tax,143.0,145.0,261.0,355.0,403.0,510.0,466.0,538.0,614.0,938.0,1033.0,1444.0,1690
Tax %,28.0,33.0,28.0,31.0,23.0,10.0,21.0,24.0,26.0,21.0,18.0,15.0,
Net Profit,104.0,97.0,188.0,246.0,312.0,459.0,368.0,410.0,457.0,738.0,844.0,1230.0,1496
EPS in Rs,8.27,7.18,13.81,18.0,22.72,33.39,26.66,29.72,33.06,48.66,55.62,81.04,98.59
