,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,227.0,327.0,376.0,344.0,271.0,329.0,334.0,371.0,399.0,488.0,572.0,598.0,647
Expenses,197.0,283.0,330.0,316.0,248.0,282.0,308.0,344.0,359.0,437.0,503.0,537.0,566
Operating Profit,30.0,44.0,46.0,28.0,23.0,47.0,26.0,27.0,40.0,52.0,69.0,62.0,81
OPM %,13.0,13.0,12.0,8.0,9.0,14.0,8.0,7.0,10.0,11.0,12.0,10.0,13
Other Income,7.0,5.0,5.0,6.0,7.0,1.0,5.0,9.0,-1.0,3.0,1.0,1.0,0
Interest,9.0,10.0,8.0,9.0,15.0,17.0,16.0,17.0,15.0,16.0,14.0,13.0,15
Depreciation,7.0,8.0,10.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,15.0,16.0,18
Profit before tax,21.0,30.0,33.0,15.0,5.0,18.0,2.0,7.0,11.0,25.0,41.0,33.0,48
Tax %,28.0,31.0,36.0,39.0,68.0,57.0,-148.0,21.0,-21.0,29.0,29.0,30.0,
Net Profit,15.0,21.0,21.0,9.0,2.0,8.0,5.0,2.0,19.0,18.0,29.0,22.0,33
EPS in Rs,1.62,2.21,2.25,0.94,0.16,0.84,0.48,0.23,2.03,1.9,3.1,2.37,3.54
