,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,570.0,516.0,445.0,517.0,563.0,611.0,639.0,829.0,859.0,692.0,1127.0,1385.0,1501
Expenses,529.0,481.0,430.0,497.0,526.0,551.0,571.0,735.0,744.0,615.0,988.0,1154.0,1236
Operating Profit,40.0,34.0,15.0,20.0,37.0,60.0,67.0,94.0,114.0,77.0,139.0,231.0,265
OPM %,7.0,7.0,3.0,4.0,7.0,10.0,11.0,11.0,13.0,11.0,12.0,17.0,18
Other Income,17.0,20.0,27.0,21.0,28.0,39.0,39.0,36.0,9.0,72.0,43.0,40.0,66
Interest,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Depreciation,8.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,9.0,9.0,8.0,10.0,10
Profit before tax,48.0,46.0,34.0,33.0,59.0,93.0,100.0,123.0,113.0,140.0,173.0,260.0,319
Tax %,31.0,29.0,23.0,15.0,26.0,22.0,27.0,31.0,21.0,20.0,23.0,23.0,
Net Profit,33.0,33.0,26.0,28.0,44.0,72.0,73.0,85.0,89.0,112.0,133.0,200.0,247
EPS in Rs,32.89,32.52,25.99,28.08,43.47,71.37,72.63,83.86,88.35,110.92,131.3,197.63,243.69
