,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,444.0,548.0,528.0,606.0,593.0,601.0,625.0,785.0,809.0,793.0,762.0,896.0,882.0
Expenses,333.0,377.0,405.0,442.0,466.0,473.0,500.0,612.0,625.0,618.0,599.0,664.0,638.0
Operating Profit,110.0,171.0,124.0,164.0,127.0,128.0,125.0,173.0,185.0,175.0,164.0,232.0,244.0
OPM %,25.0,31.0,23.0,27.0,21.0,21.0,20.0,22.0,23.0,22.0,21.0,26.0,28.0
Other Income,8.0,56.0,25.0,13.0,20.0,5.0,2.0,1.0,1.0,3.0,5.0,6.0,8.0
Interest,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,8.0,8.0,14.0,12.0,10.0
Depreciation,17.0,17.0,17.0,18.0,16.0,17.0,22.0,26.0,28.0,28.0,32.0,31.0,32.0
Profit before tax,99.0,208.0,132.0,158.0,129.0,114.0,103.0,142.0,150.0,141.0,122.0,194.0,209.0
Tax %,26.0,26.0,24.0,25.0,24.0,26.0,18.0,26.0,26.0,25.0,28.0,27.0,28.0
Net Profit,74.0,154.0,101.0,119.0,98.0,84.0,85.0,105.0,111.0,106.0,88.0,142.0,151.0
EPS in Rs,4.77,9.97,6.51,7.69,6.32,5.43,5.49,6.79,7.18,6.86,5.66,9.19,9.72
