,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,103.76,117.95,9.53,5.11,-0.00,-0.03,-0.05,0.07,-0.00,-0.02,-0.00,-0.00,0.0
Expenses,108.86,132.85,8.89,5.3,0.36,1.54,0.14,0.69,0.39,0.28,0.26,0.87,0.87
Operating Profit,-5.1,-14.9,0.64,-0.19,-0.36,-1.57,-0.19,-0.62,-0.39,-0.30,-0.26,-0.87,-0.87
OPM %,-4.92,-12.63,6.72,-3.72,,,,-885.71,,,,,
Other Income,0.48,0.56,7.1,-4.34,-1.05,-0.02,-0.83,1.19,-0.84,1.18,1.12,1.21,1.23
Interest,0.27,0.17,-0.0,-0.0,-0.00,0.02,0.01,-0.0,-0.00,-0.00,-0.00,-0.00,0.0
Depreciation,4.49,4.56,0.07,0.1,0.02,0.01,-0.00,-0.0,-0.00,-0.00,-0.00,-0.00,0.0
Profit before tax,-9.38,-19.07,7.67,-4.63,-1.43,-1.62,-1.03,0.57,-1.23,0.88,0.86,0.34,0.36
Tax %,36.03,30.89,53.72,31.32,-2.10,-0.00,-0.00,-0.0,-0.00,-0.00,-0.00,-0.00,
Net Profit,-6.0,-13.19,3.55,-3.18,-1.45,-1.62,-1.03,0.57,-1.23,0.88,0.86,0.34,0.36
EPS in Rs,-0.18,-0.39,0.11,-0.1,-0.04,-0.05,-0.03,0.02,-0.04,0.03,0.03,0.01,0.01
