,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.71,0.65,0.52,0.75,0.68,0.85,0.98,0.47,-0.58,2.12,2.62,1.49,1.48
Expenses,0.4,0.39,0.34,0.38,0.37,0.37,0.54,0.49,0.46,0.68,1.47,0.9,0.96
Operating Profit,0.31,0.26,0.18,0.37,0.31,0.48,0.44,-0.02,-1.04,1.44,1.15,0.59,0.52
OPM %,43.66,40.0,34.62,49.33,45.59,56.47,44.9,-4.26,,67.92,43.89,39.6,35.14
Other Income,0.74,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.00,0.0,0.01,0.02,0.63
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00
Depreciation,0.03,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.05,0.07,0.07
Profit before tax,1.02,0.23,0.16,0.37,0.3,0.46,0.42,-0.03,-1.07,1.4,1.11,0.54,1.08
Tax %,19.61,13.04,18.75,13.51,13.33,17.39,26.19,33.33,0.00,2.14,24.32,22.22,
Net Profit,0.82,0.2,0.13,0.32,0.26,0.38,0.31,-0.02,-1.07,1.38,0.84,0.42,0.95
EPS in Rs,1.64,0.4,0.26,0.64,0.52,0.76,0.62,-0.04,-2.14,2.76,1.68,0.84,1.90
