,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,55.36,55.68,21.44,6.47,24.1,14.13,18.24,9.31,6.86,2.78,2.96,3.0,3.10
Expenses,54.84,54.86,20.65,5.55,22.85,13.12,16.65,8.0,5.32,0.77,5.0,0.55,0.48
Operating Profit,0.52,0.82,0.79,0.92,1.25,1.01,1.59,1.31,1.54,2.01,-2.04,2.45,2.62
OPM %,0.94,1.47,3.68,14.22,5.19,7.15,8.72,14.07,22.45,72.3,-68.92,81.67,84.52
Other Income,0.01,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.06,0.05,0.04,0.1,0.16,0.08,0.04,0.05,0.05,0.03,0.03,0.01,0.00
Profit before tax,0.47,0.77,0.76,0.82,1.13,0.93,1.55,1.26,1.5,1.98,-2.07,2.44,2.62
Tax %,34.04,31.17,38.16,30.49,28.32,40.86,27.1,42.06,23.33,50.51,-34.78,23.77,
Net Profit,0.31,0.53,0.46,0.57,0.81,0.55,1.13,0.73,1.16,0.97,-2.79,1.85,1.97
EPS in Rs,0.63,1.08,0.24,0.29,0.41,0.28,0.58,0.37,0.59,0.5,-1.43,0.95,1.02
