,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,TTM
Sales,75.0,95.0,119.0,120.0,128.0,155.0,188.0,203.0,184.0,111.0,87.0,68.0,60
Expenses,58.0,75.0,84.0,97.0,99.0,113.0,139.0,157.0,146.0,117.0,98.0,67.0,65
Operating Profit,17.0,20.0,35.0,22.0,30.0,42.0,49.0,47.0,38.0,-7.0,-11.0,1.0,-5
OPM %,23.0,21.0,29.0,19.0,23.0,27.0,26.0,23.0,20.0,-6.0,-12.0,1.0,-8
Other Income,7.0,3.0,2.0,2.0,-0.0,6.0,9.0,3.0,-77.0,4.0,2.0,3.0,1
Interest,12.0,20.0,27.0,25.0,23.0,22.0,24.0,27.0,29.0,21.0,0.0,0.0,0
Depreciation,12.0,18.0,22.0,22.0,20.0,19.0,19.0,24.0,27.0,28.0,26.0,26.0,25
Profit before tax,1.0,-14.0,-12.0,-23.0,-14.0,7.0,15.0,-1.0,-95.0,-51.0,-35.0,-22.0,-29
Tax %,0.0,0.0,0.0,0.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,1.0,-14.0,-12.0,-23.0,-14.0,6.0,12.0,-1.0,-95.0,-51.0,-35.0,-22.0,-29
EPS in Rs,0.38,-6.13,-5.21,-9.79,-5.92,1.84,3.93,-0.23,-31.28,-15.54,-10.57,-6.66,-8.74
