,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,-0.01,0.82,0.82,0.63,1.2,1.79,1.5,1.17,1.46,0.98,0.52
Expenses,1.10,4.01,2.97,1.56,1.4,1.23,1.82,2.24,1.97,1.67,1.9,8.22,1.16
Operating Profit,-1.10,-4.01,-2.98,-0.74,-0.58,-0.6,-0.62,-0.45,-0.47,-0.5,-0.44,-7.24,-0.64
OPM %,,,,-90.24,-70.73,-95.24,-51.67,-25.14,-31.33,-42.74,-30.14,-738.78,-123.08
Other Income,1.22,1.30,-2.22,0.38,0.52,17.47,1.34,2.88,0.22,0.75,0.27,1.7,1.29
Interest,0.01,0.01,0.08,0.01,0.16,0.05,0.06,0.01,0.12,0.28,0.27,0.77,0.82
Depreciation,3.52,3.06,0.82,0.71,0.7,0.7,0.7,0.7,0.7,0.83,0.7,0.19,0.00
Profit before tax,-3.41,-5.78,-6.10,-1.08,-0.92,16.12,-0.04,1.72,-1.07,-0.86,-1.14,-6.5,-0.17
Tax %,0.00,0.00,0.00,-0.93,0.0,0.0,0.0,0.0,-6.54,0.0,0.0,0.0,
Net Profit,-3.41,-5.78,-6.10,-1.08,-0.92,16.12,-0.04,1.72,-1.14,-0.85,-1.15,-6.49,-0.17
EPS in Rs,-2.57,-4.36,-4.60,-0.82,-0.69,12.17,-0.03,1.3,-0.86,-0.64,-0.87,-4.9,-0.13
