,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,18.48,16.55,13.0,17.87,21.71,20.54,29.59,40.99,30.77,29.96,32.83,43.83,41.51
Expenses,18.73,19.43,16.94,19.4,23.39,20.94,29.24,39.34,35.17,28.44,34.64,44.12,44.18
Operating Profit,-0.25,-2.88,-3.94,-1.53,-1.68,-0.4,0.35,1.65,-4.4,1.52,-1.81,-0.29,-2.67
OPM %,-1.35,-17.4,-30.31,-8.56,-7.74,-1.95,1.18,4.03,-14.3,5.07,-5.51,-0.66,-6.43
Other Income,2.89,6.91,1.38,1.83,2.74,3.43,2.26,1.54,2.82,4.75,8.86,1.11,3.72
Interest,0.89,1.04,0.99,0.9,0.87,0.88,1.0,1.08,1.26,1.18,1.2,1.47,1.51
Depreciation,1.72,2.0,2.01,2.12,2.07,1.94,1.84,2.07,2.33,2.34,2.63,2.96,2.94
Profit before tax,0.03,0.99,-5.56,-2.72,-1.88,0.21,-0.23,0.04,-5.17,2.75,3.22,-3.61,-3.40
Tax %,700.0,1.01,0.0,0.0,0.0,-4.76,-34.78,0.0,-1.55,3.27,17.7,-3.05,
Net Profit,-0.14,1.29,-5.56,-2.66,-1.87,0.22,-0.31,0.04,-5.24,2.66,2.65,-3.73,-3.05
EPS in Rs,-0.14,1.84,-3.04,-1.71,-1.21,0.22,-0.25,-0.15,-2.94,1.88,2.32,-2.78,-2.33
