,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,3,3,3,3,3,3,3,3,3,3,3,3.0
Reserves,16,10,11,12,13,15,18,20,20,25,26,28,32.0
Preference Capital,0,7,3,0,0,0,0,0,0,0,0,0,
Borrowings,5,6,7,8,6,4,3,3,5,3,14,11,5.0
Other Liabilities,3,12,7,6,5,4,4,4,4,5,5,6,10.0
Total Liabilities,28,31,28,28,27,26,27,30,32,36,47,47,50.0
Fixed Assets,9,9,8,8,7,10,9,9,9,9,17,18,18.0
CWIP,0,0,0,0,0,0,0,0,0,0,2,0,0.0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Other Assets,18,22,19,20,19,16,18,21,23,27,28,28,32.0
Total Assets,28,31,28,28,27,26,27,30,32,36,47,47,50.0
