,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,80.87,103.55,106.54,93.86,78.39,80.52,90.63,81.37,50.86,51.98,77.35,92.06,81.96
Expenses,78.88,98.86,103.32,89.85,74.51,77.97,88.76,80.45,53.22,51.87,76.17,91.47,80.90
Operating Profit,1.99,4.69,3.22,4.01,3.88,2.55,1.87,0.92,-2.36,0.11,1.18,0.59,1.06
OPM %,2.46,4.53,3.02,4.27,4.95,3.17,2.06,1.13,-4.64,0.21,1.53,0.64,1.29
Other Income,-0.02,0.01,2.58,3.21,0.69,0.14,0.03,0.11,0.26,0.36,0.07,0.64,0.70
Interest,0.8,1.17,1.46,1.03,0.86,0.58,0.49,0.68,0.05,0.04,0.11,0.52,0.58
Depreciation,0.22,0.2,0.27,0.3,0.26,0.3,0.34,0.33,0.33,0.32,0.25,0.33,0.32
Profit before tax,0.95,3.33,4.07,5.89,3.45,1.81,1.07,0.02,-2.48,0.11,0.89,0.38,0.86
Tax %,26.32,35.14,12.29,18.34,26.67,34.81,34.58,-400.0,0.81,718.18,41.57,-50.0,
Net Profit,0.71,2.16,3.56,4.8,2.53,1.18,0.7,0.09,-2.46,-0.68,0.52,0.57,0.91
EPS in Rs,1.39,4.21,6.95,9.37,4.94,2.3,1.37,0.18,-4.8,-1.33,1.01,1.11,1.78
