,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,14196.0,17213.0,17714.0,19913.0,18149.0,17620.0,16772.0,16525.0,17068.0,17100.0,16725.0,17838.0,18741
Expenses,12405.0,15153.0,15708.0,16919.0,15714.0,15214.0,14359.0,13780.0,13779.0,12840.0,12498.0,13520.0,14590
Operating Profit,1791.0,2060.0,2006.0,2994.0,2434.0,2406.0,2412.0,2745.0,3289.0,4261.0,4227.0,4318.0,4151
OPM %,13.0,12.0,11.0,15.0,13.0,14.0,14.0,17.0,19.0,25.0,25.0,24.0,22
Other Income,145.0,331.0,717.0,291.0,82.0,1294.0,-116.0,62.0,-321.0,82.0,338.0,440.0,308
Interest,834.0,794.0,427.0,751.0,409.0,367.0,344.0,397.0,471.0,420.0,360.0,432.0,523
Depreciation,1820.0,2027.0,1852.0,2161.0,1864.0,1866.0,1906.0,2068.0,2358.0,2314.0,2205.0,2262.0,2358
Profit before tax,-718.0,-431.0,444.0,373.0,243.0,1467.0,46.0,343.0,140.0,1609.0,2000.0,2063.0,1578
Tax %,-9.0,-51.0,77.0,99.0,96.0,16.0,778.0,80.0,162.0,22.0,26.0,14.0,
Net Profit,-788.0,-651.0,103.0,3.0,10.0,1235.0,-326.0,-80.0,-85.0,1252.0,1485.0,1801.0,1325
EPS in Rs,-27.88,-21.87,3.56,0.05,0.3,43.26,-11.53,-2.89,-3.02,43.88,51.99,63.02,46.39
