,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.48,6.51,11.83,2.51,3.18,4.17,8.7,10.29,7.06,1.94,0.69,2.21,2.04
Expenses,3.48,7.62,11.78,6.1,4.06,5.38,9.72,11.42,8.65,3.16,1.87,3.4,3.75
Operating Profit,-1.0,-1.11,0.05,-3.59,-0.88,-1.21,-1.02,-1.13,-1.59,-1.22,-1.18,-1.19,-1.71
OPM %,-40.32,-17.05,0.42,-143.03,-27.67,-29.02,-11.72,-10.98,-22.52,-62.89,-171.01,-53.85,-83.82
Other Income,3.61,2.1,2.06,1.65,1.95,1.4,1.41,2.55,1.08,1.1,0.84,0.74,0.90
Interest,0.13,0.01,0.02,0.01,0.0,0.01,0.03,0.03,0.02,0.02,0.03,0.01,0.00
Depreciation,0.18,0.17,0.17,0.32,0.25,0.16,0.14,0.14,0.18,0.2,0.19,0.17,0.16
Profit before tax,2.3,0.81,1.92,-2.27,0.82,0.02,0.22,1.25,-0.71,-0.34,-0.56,-0.63,-0.97
Tax %,-9.57,2.47,5.21,1.76,-3.66,200.0,9.09,0.0,-28.17,32.35,-7.14,-4.76,
Net Profit,2.52,0.78,1.81,-2.23,0.84,-0.01,0.2,1.24,-0.91,-0.23,-0.6,-0.66,-1.01
EPS in Rs,6.16,1.91,4.42,-5.45,2.05,-0.02,0.49,3.03,-2.22,-0.56,-1.47,-1.61,-2.47
