,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1040.0,1354.0,2422.0,1142.0,1523.0,1762.0,2953.0,2002.0,2239.0,2347.0,3781.0,2717.0,2987.0
Expenses,937.0,1225.0,2223.0,1033.0,1384.0,1609.0,2769.0,1842.0,2039.0,2190.0,3598.0,2513.0,2771.0
Operating Profit,104.0,129.0,199.0,110.0,139.0,153.0,183.0,160.0,200.0,156.0,183.0,204.0,216.0
OPM %,10.0,10.0,8.0,10.0,9.0,9.0,6.0,8.0,9.0,7.0,5.0,8.0,7.0
Other Income,37.0,33.0,109.0,42.0,69.0,68.0,86.0,79.0,81.0,75.0,186.0,111.0,177.0
Interest,6.0,5.0,8.0,10.0,16.0,19.0,22.0,29.0,31.0,30.0,33.0,33.0,37.0
Depreciation,23.0,23.0,23.0,23.0,23.0,23.0,26.0,24.0,24.0,24.0,36.0,19.0,27.0
Profit before tax,112.0,134.0,276.0,119.0,169.0,179.0,221.0,186.0,226.0,178.0,301.0,263.0,328.0
Tax %,25.0,24.0,38.0,25.0,26.0,24.0,-9.0,22.0,23.0,-7.0,15.0,29.0,24.0
Net Profit,84.0,102.0,170.0,89.0,126.0,136.0,242.0,145.0,174.0,190.0,256.0,187.0,251.0
EPS in Rs,0.89,1.09,1.81,0.95,1.34,1.44,2.57,1.54,1.85,2.02,2.73,1.99,2.67
