,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1897.0,1985.0,2066.0,1835.0,1484.0,1496.0,1782.0,2261.0,2044.0,1911.0,2937.0,3629.0,3655
Expenses,1772.0,1869.0,1913.0,1773.0,1395.0,1341.0,1595.0,2064.0,1889.0,1610.0,2578.0,3293.0,3437
Operating Profit,125.0,116.0,153.0,62.0,89.0,155.0,186.0,197.0,155.0,300.0,358.0,336.0,218
OPM %,7.0,6.0,7.0,3.0,6.0,10.0,10.0,9.0,8.0,16.0,12.0,9.0,6
Other Income,14.0,70.0,73.0,9.0,10.0,13.0,10.0,18.0,12.0,32.0,31.0,23.0,54
Interest,13.0,10.0,63.0,41.0,26.0,14.0,14.0,29.0,20.0,9.0,19.0,35.0,35
Depreciation,25.0,25.0,30.0,34.0,30.0,28.0,26.0,24.0,22.0,20.0,21.0,21.0,20
Profit before tax,100.0,151.0,133.0,-4.0,43.0,126.0,156.0,163.0,125.0,303.0,348.0,303.0,217
Tax %,32.0,31.0,32.0,70.0,15.0,26.0,19.0,30.0,23.0,26.0,25.0,25.0,
Net Profit,68.0,103.0,90.0,-1.0,36.0,94.0,126.0,114.0,96.0,224.0,260.0,226.0,166
EPS in Rs,9.32,14.15,12.29,-0.17,4.95,12.82,17.63,15.96,13.59,31.81,37.7,32.66,24.07
