,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.04,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.59
Reserves,-1.85,-5.26,-12.34,-24.32,-27.85,-36.59,-43.79,-48.82,-48.72,-50.0,-51.87,-50.53,-50.51
Preference Capital,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,
Borrowings,35.38,30.62,32.7,32.51,32.52,31.99,34.96,35.25,35.84,35.86,36.52,37.96,36.72
Other Liabilities,37.45,27.89,23.31,32.65,33.54,31.2,31.7,33.56,28.7,27.23,28.03,26.58,21.65
Total Liabilities,76.02,62.9,53.32,50.49,47.86,36.25,32.52,29.64,25.47,22.74,22.33,23.66,24.01
Fixed Assets,45.37,39.83,37.86,33.87,29.6,25.89,22.72,20.13,18.05,16.22,17.54,19.0,19.53
CWIP,2.07,3.3,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
Other Assets,28.58,19.77,14.53,16.62,18.26,10.36,9.8,9.51,7.42,6.52,4.79,4.66,3.6
Total Assets,76.02,62.9,53.32,50.49,47.86,36.25,32.52,29.64,25.47,22.74,22.33,23.66,24.01
