,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,140.0,73.0,56.0,57.0,46.0,58.0,68.0,80.0,85.0,88.0,156.0,154.0,127
Expenses,132.0,76.0,57.0,56.0,43.0,56.0,64.0,78.0,82.0,85.0,150.0,152.0,126
Operating Profit,8.0,-3.0,-1.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,6.0,2.0,1
OPM %,6.0,-4.0,-2.0,2.0,7.0,4.0,5.0,3.0,3.0,3.0,4.0,1.0,1
Other Income,0.0,9.0,1.0,1.0,0.0,2.0,-0.0,0.0,1.0,1.0,2.0,1.0,2
Interest,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Depreciation,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Profit before tax,1.0,0.0,-3.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,0
Tax %,28.0,-39.0,-21.0,19.0,-3.0,-13.0,15.0,-12.0,30.0,23.0,29.0,35.0,
Net Profit,1.0,1.0,-3.0,-1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0
EPS in Rs,2.53,1.29,-8.1,-2.21,2.77,4.09,2.51,1.85,2.14,3.58,9.85,1.39,0.70
