,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.77,-0.00,8.56,8.44,6.91,2.53,2.33,2.75,0.44,0.15,0.36,0.46,0.60
Expenses,1.02,-0.36,7.35,7.68,6.69,2.63,2.71,3.03,1.15,0.71,0.43,0.58,0.47
Operating Profit,-0.25,0.36,1.21,0.76,0.22,-0.1,-0.38,-0.28,-0.71,-0.56,-0.07,-0.12,0.13
OPM %,-32.47,,14.14,9.0,3.18,-3.95,-16.31,-10.18,-161.36,-373.33,-19.44,-26.09,21.67
Other Income,-0.0,-0.00,-0.0,0.19,0.49,0.76,0.92,0.61,0.46,0.35,0.17,0.18,0.18
Interest,0.03,0.25,0.37,0.12,0.23,0.43,0.35,0.21,0.17,0.17,0.05,-0.0,0.00
Depreciation,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.00
Profit before tax,-0.29,0.10,0.82,0.81,0.46,0.22,0.18,0.11,-0.44,-0.39,0.04,0.05,0.31
Tax %,-0.0,30.00,31.71,33.33,32.61,36.36,33.33,36.36,6.82,-0.0,-0.0,-0.0,
Net Profit,-0.3,0.06,0.56,0.54,0.31,0.13,0.12,0.07,-0.41,-0.39,0.04,0.06,0.30
EPS in Rs,-15.0,3.00,28.0,1.29,0.74,0.31,0.29,0.17,-0.98,-0.93,0.1,0.14,0.72
