,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.0,9.0,12.0,22.0,44.0,61.0,85.0,105.0,122.0,132.0,126.0,144.0,155
Expenses,7.0,6.0,8.0,13.0,20.0,32.0,51.0,53.0,67.0,66.0,40.0,51.0,52
Operating Profit,2.0,3.0,4.0,9.0,24.0,29.0,34.0,52.0,56.0,66.0,87.0,93.0,103
OPM %,19.0,37.0,34.0,39.0,54.0,48.0,40.0,50.0,45.0,50.0,69.0,65.0,66
Other Income,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,6.0,9.0,7
Interest,0.0,1.0,1.0,2.0,3.0,5.0,8.0,7.0,6.0,10.0,14.0,16.0,17
Depreciation,0.0,1.0,1.0,2.0,3.0,3.0,4.0,6.0,7.0,16.0,22.0,26.0,33
Profit before tax,1.0,1.0,2.0,5.0,18.0,24.0,24.0,42.0,43.0,42.0,57.0,59.0,60
Tax %,38.0,32.0,40.0,37.0,34.0,28.0,23.0,31.0,24.0,42.0,27.0,22.0,
Net Profit,1.0,1.0,1.0,3.0,12.0,17.0,18.0,29.0,33.0,24.0,41.0,46.0,51
EPS in Rs,24.0,33.33,1.19,3.3,11.82,16.69,18.2,28.2,32.53,24.03,39.48,44.18,48.12
