,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,193.0,167.0,155.0,154.0,149.0,153.0,184.0,215.0,174.0,171.0,246.0,253.0,221
Expenses,166.0,147.0,141.0,144.0,146.0,144.0,171.0,199.0,166.0,162.0,228.0,235.0,201
Operating Profit,28.0,20.0,14.0,10.0,3.0,9.0,13.0,16.0,7.0,9.0,19.0,18.0,20
OPM %,14.0,12.0,9.0,6.0,2.0,6.0,7.0,7.0,4.0,5.0,8.0,7.0,9
Other Income,9.0,6.0,7.0,4.0,4.0,-27.0,1.0,4.0,-10.0,2.0,2.0,10.0,5
Interest,8.0,8.0,8.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,3
Depreciation,9.0,9.0,9.0,7.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,6
Profit before tax,20.0,9.0,5.0,0.0,-3.0,-29.0,3.0,9.0,-13.0,1.0,11.0,21.0,16
Tax %,39.0,-11.0,38.0,3100.0,67.0,-0.0,-2.0,0.0,-0.0,2.0,1.0,26.0,
Net Profit,12.0,10.0,3.0,-1.0,-1.0,-29.0,3.0,9.0,-13.0,1.0,11.0,15.0,9
EPS in Rs,3.76,1.94,0.54,-0.11,-0.21,-5.44,0.5,1.66,-2.34,0.22,1.71,2.34,1.32
