,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.28,0.02,0.59,0.84,0.61,2.91,1.69,0.3,0.27,4.51,13.43,1.44,7.95
Expenses,0.18,0.08,0.36,1.1,0.61,1.77,0.43,0.63,1.61,0.62,0.91,5.29,0.99
Operating Profit,0.1,-0.06,0.23,-0.26,0.0,1.14,1.26,-0.33,-1.34,3.89,12.52,-3.85,6.96
OPM %,35.71,-300.0,38.98,-30.95,0.0,39.18,74.56,-110.0,-496.3,86.25,93.22,-267.36,87.55
Other Income,0.1,0.19,0.09,0.1,0.09,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.41,0.75,0.11,0.09
Depreciation,0.07,0.07,0.07,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.02
Profit before tax,0.13,0.06,0.25,-0.23,0.02,1.21,1.31,-0.53,-1.54,3.48,11.77,-3.97,6.85
Tax %,38.46,0.0,20.0,4.35,0.0,23.97,21.37,0.0,0.65,3.74,9.01,-0.76,
Net Profit,0.08,0.06,0.2,-0.22,0.02,0.92,1.03,-0.53,-1.54,3.35,10.7,-4.0,6.65
EPS in Rs,0.12,0.09,0.31,-0.34,0.03,1.42,1.58,-0.82,-2.37,5.15,16.46,-6.15,10.24
