,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,52.0,59.0,77.0,105.0,124.0,158.0,211.0,304.0,328.0,436.0,654.0,804.0,914
Expenses,48.0,56.0,74.0,101.0,120.0,154.0,204.0,292.0,313.0,417.0,623.0,750.0,843
Operating Profit,4.0,3.0,3.0,4.0,4.0,5.0,7.0,12.0,15.0,19.0,31.0,55.0,70
OPM %,7.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,8
Other Income,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3
Interest,1.0,1.0,2.0,2.0,3.0,3.0,4.0,6.0,8.0,7.0,9.0,11.0,10
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Profit before tax,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,8.0,12.0,22.0,45.0,62
Tax %,28.0,29.0,31.0,33.0,30.0,25.0,33.0,34.0,24.0,24.0,25.0,25.0,
Net Profit,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,9.0,16.0,33.0,46
EPS in Rs,1.74,0.88,0.98,1.16,1.54,1.94,2.74,4.57,6.67,9.1,14.59,26.3,36.51
