,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,673.0,948.0,957.0,1103.0,1146.0,1337.0,1873.0,1979.0,1816.0,1615.0,2989.0,2883.0,2067
Expenses,607.0,861.0,904.0,989.0,1015.0,1064.0,1489.0,1654.0,1581.0,1321.0,1913.0,2293.0,1858
Operating Profit,66.0,86.0,53.0,114.0,132.0,273.0,384.0,325.0,235.0,294.0,1075.0,589.0,209
OPM %,10.0,9.0,6.0,10.0,11.0,20.0,21.0,16.0,13.0,18.0,36.0,20.0,10
Other Income,7.0,5.0,3.0,1.0,4.0,8.0,15.0,26.0,66.0,24.0,27.0,72.0,198
Interest,4.0,19.0,21.0,22.0,17.0,12.0,8.0,8.0,6.0,3.0,3.0,5.0,2
Depreciation,10.0,19.0,23.0,27.0,23.0,25.0,15.0,16.0,16.0,16.0,17.0,20.0,21
Profit before tax,60.0,54.0,12.0,66.0,96.0,244.0,376.0,327.0,279.0,299.0,1082.0,637.0,384
Tax %,25.0,19.0,9.0,21.0,18.0,26.0,22.0,22.0,20.0,23.0,24.0,22.0,
Net Profit,45.0,44.0,11.0,53.0,79.0,180.0,292.0,255.0,222.0,230.0,818.0,499.0,292
EPS in Rs,15.59,15.25,3.91,18.08,27.09,61.72,100.24,87.67,76.27,79.29,281.01,171.43,100.46
