,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.27,0.19,0.52,1.62,0.91,1.53,4.88,5.8,7.49,4.75,9.52,5.3,4.44
Expenses,0.85,0.62,0.5,1.33,0.42,1.26,4.65,5.81,7.1,4.46,8.98,5.0,4.53
Operating Profit,-0.58,-0.43,0.02,0.29,0.49,0.27,0.23,-0.01,0.39,0.29,0.54,0.3,-0.09
OPM %,-214.81,-226.32,3.85,17.9,53.85,17.65,4.71,-0.17,5.21,6.11,5.67,5.66,-2.03
Other Income,0.0,-0.89,0.0,0.01,0.02,0.02,0.11,0.09,0.13,0.23,0.0,0.01,0.01
Interest,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.12,0.13,0.17,0.18,0.18
Depreciation,0.04,0.0,0.0,0.03,0.01,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.00
Profit before tax,-0.68,-1.32,0.02,0.27,0.5,0.25,0.3,0.01,0.39,0.38,0.36,0.12,-0.26
Tax %,0.0,0.0,0.0,-3.7,22.0,20.0,20.0,0.0,17.95,0.0,11.11,25.0,
Net Profit,-0.68,-1.32,0.02,0.27,0.39,0.2,0.25,0.01,0.31,0.38,0.33,0.09,-0.28
EPS in Rs,-1.1,-2.13,0.03,0.54,0.78,0.4,0.41,0.01,0.38,0.47,0.4,0.09,-0.26
