,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,-28,0.0,1.0,0.0,1.0,0.0,0.0,5.0,-0.0,-0,-0,-0.0,36
Expenses,19,2.0,55.0,7.0,1.0,1.0,2.0,22.0,2.0,1,1,1.0,2
Operating Profit,-47,-2.0,-54.0,-6.0,-1.0,-1.0,-1.0,-16.0,-2.0,-1,-1,-1.0,35
OPM %,,-550.0,-7651.0,-1744.0,-88.0,-189.0,-318.0,-318.0,-5375.0,,,96.0,96
Other Income,-233,2.0,24.0,2.0,-3.0,5.0,2.0,-4.0,-4.0,2,7,41.0,23
Interest,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Depreciation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
Profit before tax,-280,-0.0,-30.0,-4.0,-3.0,4.0,1.0,-20.0,-6.0,1,6,40.0,58
Tax %,0,-240.0,-3.0,-14.0,-10.0,31.0,15.0,-0.0,-0.0,65,18,2.0,
Net Profit,-279,-0.0,-31.0,-5.0,-4.0,3.0,1.0,-20.0,-7.0,0,5,39.0,51
EPS in Rs,-33.81,-0.06,-3.76,-0.59,-0.44,0.35,0.07,-2.45,-0.79,0.06,0.59,4.71,6.22
