,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,163.0,159.0,184.0,171.0,168.0,191.0,201.0,220.0,219.0,292.0,340.0,335.0,348
Expenses,131.0,140.0,158.0,155.0,142.0,159.0,174.0,191.0,192.0,252.0,309.0,310.0,316
Operating Profit,32.0,19.0,26.0,17.0,26.0,31.0,27.0,30.0,27.0,40.0,30.0,25.0,32
OPM %,20.0,12.0,14.0,10.0,16.0,16.0,14.0,13.0,12.0,14.0,9.0,7.0,9
Other Income,-0.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,0.0,-2.0,-2.0,-1.0,-2
Interest,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2
Depreciation,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6
Profit before tax,24.0,10.0,18.0,7.0,17.0,22.0,24.0,24.0,19.0,30.0,20.0,15.0,23
Tax %,32.0,36.0,34.0,31.0,37.0,35.0,30.0,32.0,20.0,25.0,26.0,27.0,
Net Profit,16.0,7.0,12.0,5.0,11.0,14.0,16.0,17.0,15.0,22.0,15.0,11.0,17
EPS in Rs,4.92,2.02,3.75,1.42,3.35,4.39,5.05,5.14,4.66,6.91,4.51,3.44,5.16
