,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.31,5.32,5.36,5.67,3.44,1.0,1.37,2.48,12.01,0.24,0.55,1.41,1.98
Expenses,8.44,7.5,9.78,9.52,10.0,11.76,2.14,3.5,11.1,1.26,1.03,0.97,1.39
Operating Profit,-3.13,-2.18,-4.42,-3.85,-6.56,-10.76,-0.77,-1.02,0.91,-1.02,-0.48,0.44,0.59
OPM %,-58.95,-40.98,-82.46,-67.9,-190.7,-1076.0,-56.2,-41.13,7.58,-425.0,-87.27,31.21,29.80
Other Income,0.24,-310.62,0.26,0.35,0.17,0.08,-22.1,-21.53,0.01,0.25,0.47,-0.0,0.01
Interest,0.77,0.39,0.4,0.45,0.44,0.43,0.42,0.61,0.68,0.7,0.72,0.72,1.00
Depreciation,0.98,0.73,1.49,1.21,1.23,0.67,0.5,0.5,0.37,0.61,0.64,0.57,0.77
Profit before tax,-4.64,-313.92,-6.05,-5.16,-8.06,-11.78,-23.79,-23.66,-0.13,-2.08,-1.37,-0.85,-1.17
Tax %,-0.65,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,323.08,-0.96,0.73,-20.0,
Net Profit,-4.66,-313.91,-6.05,-5.17,-8.06,-11.78,-23.79,-23.66,0.29,-2.1,-1.36,-1.03,-1.35
EPS in Rs,-0.13,-8.52,-0.16,-0.14,-0.22,-0.32,-0.26,-0.26,0.0,-0.02,-0.01,-0.01,-0.02
