,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,99.68,92.64,106.03,89.26,107.9,115.96,110.29,94.85,65.81,25.21,25.93,25.73,23.76
Expenses,71.23,66.21,83.09,79.95,78.62,85.99,75.89,65.27,45.6,37.56,28.85,22.5,22.11
Operating Profit,28.45,26.43,22.94,9.31,29.28,29.97,34.4,29.58,20.21,-12.35,-2.92,3.23,1.65
OPM %,28.54,28.53,21.64,10.43,27.14,25.85,31.19,31.19,30.71,-48.99,-11.26,12.55,6.94
Other Income,5.18,3.39,5.1,0.33,0.52,3.51,1.42,1.05,0.49,0.02,7.15,0.48,0.72
Interest,27.25,23.31,21.29,20.41,20.22,21.83,22.1,21.9,17.75,16.64,14.65,7.74,6.71
Depreciation,5.3,6.0,6.03,8.8,8.5,7.42,7.01,6.59,7.59,6.59,6.0,5.03,4.96
Profit before tax,1.08,0.51,0.72,-19.57,1.08,4.23,6.71,2.14,-4.64,-35.56,-16.42,-9.06,-9.30
Tax %,52.78,258.82,-175.0,1.53,6.48,-8.04,-19.52,-40.65,-24.35,32.62,29.9,27.92,
Net Profit,0.51,-0.81,1.98,-19.27,1.01,4.57,8.03,3.01,-5.76,-23.96,-11.51,-6.53,-7.88
EPS in Rs,0.44,-0.7,1.72,-16.76,0.88,3.48,6.12,1.97,-3.77,-13.09,-6.29,-3.57,-4.30
