,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,473.0,661.0,841.0,942.0,1314.0,1330.0,1365.0,1431.0,1438.0,1564.0,2160.0,2648.0,2786
Expenses,283.0,406.0,486.0,626.0,833.0,869.0,998.0,1122.0,1111.0,1115.0,1498.0,1925.0,2017
Operating Profit,190.0,255.0,355.0,316.0,482.0,461.0,368.0,309.0,326.0,450.0,662.0,723.0,769
OPM %,40.0,39.0,42.0,34.0,37.0,35.0,27.0,22.0,23.0,29.0,31.0,27.0,28
Other Income,22.0,-18.0,11.0,32.0,36.0,28.0,61.0,49.0,45.0,34.0,24.0,66.0,45
Interest,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,20.0,21.0,23.0,22.0,23
Depreciation,13.0,26.0,33.0,50.0,57.0,52.0,48.0,45.0,71.0,82.0,103.0,114.0,120
Profit before tax,199.0,211.0,332.0,298.0,460.0,436.0,380.0,311.0,281.0,381.0,560.0,653.0,671
Tax %,20.0,19.0,23.0,23.0,26.0,19.0,24.0,27.0,26.0,26.0,25.0,25.0,
Net Profit,160.0,172.0,256.0,230.0,342.0,354.0,290.0,228.0,209.0,283.0,418.0,489.0,506
EPS in Rs,27.5,28.74,42.33,37.84,55.8,59.3,50.08,39.29,37.65,54.03,82.33,99.71,102.31
