,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,361.0,394.0,473.0,486.0,523.0,559.0,592.0,618.0,650.0,687.0,693.0,684.0,722.0
Expenses,259.0,282.0,320.0,345.0,358.0,387.0,410.0,474.0,469.0,496.0,486.0,517.0,517.0
Operating Profit,102.0,112.0,153.0,141.0,165.0,172.0,182.0,143.0,181.0,191.0,207.0,167.0,205.0
OPM %,28.0,28.0,32.0,29.0,32.0,31.0,31.0,23.0,28.0,28.0,30.0,24.0,28.0
Other Income,6.0,9.0,6.0,9.0,1.0,4.0,10.0,22.0,21.0,18.0,5.0,8.0,14.0
Interest,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
Depreciation,20.0,20.0,24.0,24.0,25.0,26.0,28.0,25.0,27.0,30.0,32.0,28.0,30.0
Profit before tax,83.0,96.0,129.0,122.0,135.0,145.0,159.0,135.0,170.0,173.0,174.0,141.0,182.0
Tax %,26.0,26.0,24.0,24.0,26.0,26.0,25.0,27.0,26.0,24.0,24.0,24.0,25.0
Net Profit,61.0,71.0,98.0,92.0,101.0,107.0,118.0,100.0,126.0,131.0,132.0,107.0,136.0
EPS in Rs,11.66,13.58,18.88,17.46,19.26,21.03,23.42,19.57,24.82,25.85,27.04,21.69,27.73
