,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,418.0,496.0,584.0,494.0,648.0,883.0,1012.0,1042.0,1116.0,1106.0,1115.0,1056.0,1096.0
Expenses,208.0,283.0,380.0,287.0,417.0,680.0,881.0,824.0,889.0,876.0,926.0,808.0,816.0
Operating Profit,210.0,213.0,205.0,207.0,231.0,203.0,131.0,219.0,226.0,230.0,189.0,248.0,280.0
OPM %,50.0,43.0,35.0,42.0,36.0,23.0,13.0,21.0,20.0,21.0,17.0,23.0,26.0
Other Income,-2.0,9.0,15.0,8.0,15.0,8.0,10.0,10.0,31.0,8.0,9.0,10.0,15.0
Interest,10.0,10.0,11.0,11.0,13.0,13.0,15.0,19.0,21.0,6.0,32.0,24.0,27.0
Depreciation,15.0,16.0,17.0,19.0,21.0,21.0,22.0,24.0,27.0,31.0,31.0,33.0,38.0
Profit before tax,182.0,195.0,191.0,185.0,213.0,177.0,104.0,186.0,208.0,201.0,136.0,201.0,230.0
Tax %,26.0,26.0,24.0,25.0,25.0,26.0,27.0,26.0,23.0,26.0,28.0,25.0,25.0
Net Profit,134.0,146.0,144.0,143.0,158.0,128.0,81.0,138.0,160.0,150.0,98.0,150.0,173.0
EPS in Rs,1.22,1.33,1.31,1.3,1.44,1.16,0.74,1.26,1.45,1.37,0.89,1.37,1.57
