,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,381.0,404.0,522.0,532.0,529.0,461.0,564.0,825.0,663.0,505.0,775.0,828.0,613
Expenses,396.0,400.0,489.0,503.0,475.0,398.0,509.0,777.0,638.0,445.0,713.0,778.0,598
Operating Profit,-15.0,4.0,33.0,29.0,54.0,63.0,55.0,48.0,26.0,60.0,62.0,50.0,15
OPM %,-4.0,1.0,6.0,5.0,10.0,14.0,10.0,6.0,4.0,12.0,8.0,6.0,2
Other Income,16.0,4.0,1.0,8.0,4.0,3.0,-2.0,9.0,6.0,9.0,9.0,8.0,11
Interest,10.0,13.0,10.0,8.0,6.0,6.0,5.0,8.0,5.0,4.0,3.0,4.0,3
Depreciation,3.0,5.0,13.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,6
Profit before tax,-12.0,-10.0,11.0,22.0,44.0,53.0,44.0,43.0,20.0,59.0,62.0,48.0,17
Tax %,30.0,30.0,32.0,33.0,33.0,35.0,36.0,37.0,36.0,26.0,26.0,26.0,
Net Profit,-9.0,-7.0,7.0,15.0,30.0,34.0,28.0,27.0,13.0,43.0,46.0,36.0,12
EPS in Rs,-0.98,-0.78,0.81,1.63,3.36,3.84,3.14,3.07,1.46,4.83,5.15,4.03,1.38
