,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,249.0,438.0,611.0,704.0,1010.0,1280.0,1767.0,2949.0,4286.0,4950.0,5922.0,8205.0,9382
Interest,104.0,202.0,289.0,282.0,395.0,496.0,827.0,1607.0,2377.0,2585.0,2688.0,3780.0,4521
Expenses,70.0,122.0,184.0,209.0,289.0,766.0,832.0,1163.0,1612.0,2224.0,2634.0,3410.0,4130
Financing Profit,75.0,114.0,137.0,212.0,326.0,18.0,109.0,180.0,296.0,142.0,601.0,1016.0,731
Financing Margin %,30.0,26.0,22.0,30.0,32.0,1.0,6.0,6.0,7.0,3.0,10.0,12.0,8
Other Income,1.0,3.0,4.0,2.0,5.0,810.0,388.0,462.0,706.0,1421.0,994.0,1034.0,1369
Depreciation,2.0,3.0,3.0,7.0,9.0,6.0,53.0,62.0,89.0,104.0,140.0,185.0,0
Profit before tax,74.0,114.0,138.0,208.0,323.0,822.0,443.0,580.0,914.0,1458.0,1454.0,1865.0,2100
Tax %,32.0,30.0,33.0,33.0,34.0,0.0,34.0,34.0,26.0,20.0,22.0,23.0,
Net Profit,50.0,80.0,92.0,140.0,212.0,822.0,292.0,382.0,675.0,1171.0,1130.0,1428.0,1606
EPS in Rs,13.65,9.91,10.68,15.9,23.99,14.46,5.11,6.53,11.09,18.75,17.94,21.42,24.07
